# MIRI aperture definition file for SIAF
# 
# This file contains all the necessary aperture information to generate the full SIAF given the necessary reference files (focal plane alignment, distortion) and auxiliary information (DDC mapping, wedge offsets, ...)
# This file also defines the order in which the apertures are presented.
# 
# Originally based on PRDOPSSOC-H-014.
# 
# Generated 2018-04-11T00:55:34.126 utc
# jsahlmann@nereus.local.stsci.edu
# 
             AperName , AperType , XDetRef , YDetRef , XSciSize , YSciSize , XSciRef , YSciRef , parent_apertures , dependency_type
     MIRIFU_3CSLICE06 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE07 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE08 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE09 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE10 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE11 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE12 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE13 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE14 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE15 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_3CSLICE16 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_CHANNEL4A , COMPOUND ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE01 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE02 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE03 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE04 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE05 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE06 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE07 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE08 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE09 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE10 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE11 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4ASLICE12 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_CHANNEL4B , COMPOUND ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE01 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE02 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE03 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE04 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE05 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE06 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE07 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE08 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE09 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE10 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE11 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4BSLICE12 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_CHANNEL4C , COMPOUND ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE01 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE02 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE03 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE04 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE05 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE06 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE07 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE08 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE09 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE10 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE11 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
     MIRIFU_4CSLICE12 ,     SLIT ,    None ,    None ,     None ,     None ,    None ,    None ,             None ,            None
